t,psFlux,psFluxErr,psMag,psMagErr
0,6.758147239774087e-05,3.911078668584084e-06,19.325496498489414,0.06283378505202428
3,6.067336444141489e-05,3.892746823494754e-06,19.44257042733069,0.06965982851184208
6,6.289244182320993e-05,3.9297359397658295e-06,19.403569480517348,0.06784052997872947
9,7.036247905882912e-05,3.904070133978325e-06,19.281712791246647,0.0602421965097505
12,6.543410628476915e-05,3.9196609286788474e-06,19.36055518456326,0.06503821970337026
15,6.438742826753716e-05,3.978825858793271e-06,19.378062924652184,0.06709314851603951
18,6.97815914101501e-05,4.002980178180917e-06,19.290713448368237,0.06228262237292563
21,6.95911952455944e-05,3.980018966575362e-06,19.293679883102875,0.06209479047435201
24,6.89312977156423e-05,3.967278173688192e-06,19.304024485547803,0.062488560208007166
27,6.231541830995964e-05,4.010311932746968e-06,19.413576835550753,0.06987260899219584
30,6.258903311837658e-05,3.98651331514452e-06,19.40882001583057,0.0691543170001765
33,6.71720664623161e-05,3.989523488735373e-06,19.332093849742424,0.06448469311098222
36,6.86466397850166e-05,3.973216744643673e-06,19.308517413235265,0.06284160859906289
39,5.897202064165705e-05,3.960533406765391e-06,19.473450600086867,0.07291753721665271
42,6.258052391027371e-05,4.003883230403213e-06,19.40896763567592,0.06946507813046672
45,6.326631016937203e-05,3.990233271223696e-06,19.397134356815954,0.06847784731557442
48,6.858852062428897e-05,4.0128484667915135e-06,19.30943703296794,0.063522216617992
51,5.932072889261587e-05,3.954193788811205e-06,19.467049425524202,0.07237286926992662
54,7.379066481795684e-05,3.927135912502897e-06,19.230062064421293,0.05778283271643125
57,6.349406885370735e-05,3.925436289073558e-06,19.393232725761408,0.06712419562114277
60,6.61867576692258e-05,3.962077438307961e-06,19.348137855875876,0.06499443502467335
63,7.252435266605312e-05,3.959866951582977e-06,19.248855969557756,0.059281755125148126
66,6.608322453066152e-05,3.953728608867956e-06,19.34983755671531,0.06495909249168355
69,6.73438031791611e-05,3.999009139247707e-06,19.329321524470018,0.0644731779416852
72,6.230808775502165e-05,3.915530727276359e-06,19.413704565048302,0.06822923996899985
75,6.460240996854991e-05,3.90104617857486e-06,19.37444382355921,0.0655626790792174
78,5.772612429962472e-05,3.839323454237182e-06,19.496634621822924,0.07221154246223056
81,6.214582353988137e-05,3.880370749366174e-06,19.416535753415303,0.06779311577981754
84,6.163131681102173e-05,3.8211252428270426e-06,19.42556200493303,0.06731535579182346
87,5.846197770757528e-05,3.871138896358329e-06,19.482881864786904,0.07189349074790286
380,6.987309675383333e-05,4.086497095098846e-06,19.289290643590398,0.06349880072467706
383,6.724980856304609e-05,4.064767998232994e-06,19.33083799130731,0.06562495676826192
386,5.781338400326499e-05,4.0621975899635155e-06,19.494994645353174,0.07628813068710054
389,7.011045813311553e-05,4.1529701308873514e-06,19.28560860979298,0.06431323012926851
392,6.3631773250418e-05,4.195343004414617e-06,19.390880557153285,0.07158429757011009
395,6.938211727228853e-05,4.160829236639028e-06,19.29694675056666,0.06511134456024238
398,6.236414831922839e-05,4.0783355499063164e-06,19.41272813292135,0.0710022774466429
401,6.360792582368534e-05,4.042447317292493e-06,19.391287537287404,0.06900132886549043
404,6.691507485966466e-05,4.052400568322686e-06,19.336255701896487,0.06575256804894516
407,7.251707386686747e-05,4.021368483308036e-06,19.248964943331643,0.06020851534931668
410,5.927226808936189e-05,4.064556891177645e-06,19.46793675703402,0.07445364780705538
413,6.368920724432646e-05,4.044302111947274e-06,19.389901014417163,0.06894488746069426
416,6.451565241836289e-05,4.095485635848473e-06,19.375902888630492,0.06892307314932972
419,7.038174874562689e-05,4.094951475237839e-06,19.281415488869595,0.06317031265395612
422,6.496794161915002e-05,4.099116223751049e-06,19.368317854230057,0.06850392333079687
425,6.715407365923805e-05,4.067265864834444e-06,19.332384715508777,0.06575889686507731
428,7.106937159679014e-05,4.078179166030389e-06,19.270859433832804,0.06230288337387651
431,6.797024574644938e-05,4.031342641396764e-06,19.31926852198982,0.0643954514432277
434,6.331360018637575e-05,4.0382950244393845e-06,19.396323098760405,0.0692508892342525
437,6.274057654572712e-05,4.005930194724324e-06,19.406194359111524,0.06932329419982342
440,6.293180603971094e-05,3.975868398320091e-06,19.402890133616456,0.06859399939493085
443,6.57384894108728e-05,4.0453605466480404e-06,19.355516321505828,0.06681313255228936
446,6.161256403688433e-05,4.0433040988633664e-06,19.425892415917133,0.07125107866562494
449,6.482697958734025e-05,4.041321377360698e-06,19.370676153617758,0.06768492011187845
452,6.78635449381368e-05,4.070555690661354e-06,19.320974267723724,0.06512406168678703
455,6.349370355951324e-05,4.0629046065150795e-06,19.393238972238915,0.06947527676720423
